feature,mean_abs_shap,mean_shap_negative,mean_shap_positive
Resp_mean_6h18,0.0,0.0,0.0
Resp_max_6h18,0.0,0.0,0.0
Resp_last_6h18,0.0,0.0,0.0
SBP_mean_6h18,0.0,0.0,0.0
SBP_max_6h18,0.0,0.0,0.0
SBP_last_6h18,0.0,0.0,0.0
Temp_mean_6h18,0.0,0.0,0.0
Temp_max_6h18,0.0,0.0,0.0
Temp_last_6h18,0.0,0.0,0.0
MAP_mean_6h18,0.0,0.0,0.0
MAP_max_6h18,0.0,0.0,0.0
MAP_last_6h18,0.0,0.0,0.0
EtCO2_mean_6h18,0.0,0.0,0.0
EtCO2_max_6h18,0.0,0.0,0.0
EtCO2_last_6h18,0.0,0.0,0.0
O2Sat_mean_6h18,0.0,0.0,0.0
Age_last_6h18,0.0,0.0,0.0
Age_max_6h18,0.0,0.0,0.0
Age_mean_6h18,0.0,0.0,0.0
AST_max_6h17,0.0,0.0,0.0
Alkalinephos_last_6h17,0.0,0.0,0.0
Bilirubin_total_mean_6h17,0.0,0.0,0.0
Bilirubin_total_max_6h17,0.0,0.0,0.0
Bilirubin_total_last_6h17,0.0,0.0,0.0
BaseExcess_mean_6h17,0.0,0.0,0.0
BaseExcess_max_6h17,0.0,0.0,0.0
BaseExcess_last_6h17,0.0,0.0,0.0
AST_mean_6h17,0.0,0.0,0.0
AST_last_6h17,0.0,0.0,0.0
Bilirubin_direct_last_6h17,0.0,0.0,0.0
Lactate_mean_6h17,0.0,0.0,0.0
Lactate_max_6h17,0.0,0.0,0.0
Lactate_last_6h17,0.0,0.0,0.0
pH_mean_6h17,0.0,0.0,0.0
pH_max_6h17,0.0,0.0,0.0
pH_last_6h17,0.0,0.0,0.0
Bilirubin_direct_mean_6h17,0.0,0.0,0.0
Bilirubin_direct_max_6h17,0.0,0.0,0.0
Lactate_mean_6h16,0.0,0.0,0.0
AST_mean_6h16,0.0,0.0,0.0
O2Sat_last_6h18,0.0,0.0,0.0
Age_mean_6h16,0.0,0.0,0.0
Alkalinephos_max_6h15,0.0,0.0,0.0
Alkalinephos_last_6h15,0.0,0.0,0.0
Bilirubin_total_mean_6h15,0.0,0.0,0.0
Bilirubin_total_max_6h15,0.0,0.0,0.0
Bilirubin_total_last_6h15,0.0,0.0,0.0
BaseExcess_mean_6h15,0.0,0.0,0.0
BaseExcess_max_6h15,0.0,0.0,0.0
BaseExcess_last_6h15,0.0,0.0,0.0
AST_mean_6h15,0.0,0.0,0.0
AST_max_6h15,0.0,0.0,0.0
AST_last_6h15,0.0,0.0,0.0
Lactate_mean_6h15,0.0,0.0,0.0
Lactate_max_6h15,0.0,0.0,0.0
Lactate_last_6h15,0.0,0.0,0.0
pH_mean_6h15,0.0,0.0,0.0
pH_max_6h15,0.0,0.0,0.0
pH_last_6h15,0.0,0.0,0.0
Bilirubin_direct_mean_6h15,0.0,0.0,0.0
Bilirubin_direct_max_6h15,0.0,0.0,0.0
Alkalinephos_mean_6h15,0.0,0.0,0.0
TroponinI_last_6h15,0.0,0.0,0.0
TroponinI_max_6h15,0.0,0.0,0.0
DBP_mean_6h15,0.0,0.0,0.0
Temp_last_6h15,0.0,0.0,0.0
MAP_max_6h15,0.0,0.0,0.0
MAP_last_6h15,0.0,0.0,0.0
EtCO2_max_6h15,0.0,0.0,0.0
EtCO2_last_6h15,0.0,0.0,0.0
O2Sat_mean_6h15,0.0,0.0,0.0
O2Sat_max_6h15,0.0,0.0,0.0
O2Sat_last_6h15,0.0,0.0,0.0
FiO2_mean_6h15,0.0,0.0,0.0
TroponinI_mean_6h15,0.0,0.0,0.0
FiO2_max_6h15,0.0,0.0,0.0
FiO2_last_6h15,0.0,0.0,0.0
Fibrinogen_mean_6h15,0.0,0.0,0.0
Fibrinogen_max_6h15,0.0,0.0,0.0
Fibrinogen_last_6h15,0.0,0.0,0.0
WBC_mean_6h15,0.0,0.0,0.0
WBC_max_6h15,0.0,0.0,0.0
WBC_last_6h15,0.0,0.0,0.0
Bilirubin_direct_last_6h15,0.0,0.0,0.0
Age_max_6h16,0.0,0.0,0.0
BaseExcess_last_6h16,0.0,0.0,0.0
Age_last_6h16,0.0,0.0,0.0
DBP_max_6h16,0.0,0.0,0.0
FiO2_max_6h16,0.0,0.0,0.0
Fibrinogen_mean_6h16,0.0,0.0,0.0
Fibrinogen_max_6h16,0.0,0.0,0.0
Fibrinogen_last_6h16,0.0,0.0,0.0
WBC_mean_6h16,0.0,0.0,0.0
WBC_max_6h16,0.0,0.0,0.0
WBC_last_6h16,0.0,0.0,0.0
TroponinI_mean_6h16,0.0,0.0,0.0
TroponinI_max_6h16,0.0,0.0,0.0
TroponinI_last_6h16,0.0,0.0,0.0
Alkalinephos_mean_6h16,0.0,0.0,0.0
Alkalinephos_max_6h16,0.0,0.0,0.0
Alkalinephos_last_6h16,0.0,0.0,0.0
Bilirubin_total_mean_6h16,0.0,0.0,0.0
Bilirubin_total_max_6h16,0.0,0.0,0.0
Bilirubin_total_last_6h16,0.0,0.0,0.0
BaseExcess_mean_6h16,0.0,0.0,0.0
BaseExcess_max_6h16,0.0,0.0,0.0
DBP_mean_6h16,0.0,0.0,0.0
O2Sat_last_6h16,0.0,0.0,0.0
O2Sat_max_6h16,0.0,0.0,0.0
SBP_last_6h16,0.0,0.0,0.0
HR_mean_6h16,0.0,0.0,0.0
HR_max_6h16,0.0,0.0,0.0
HR_last_6h16,0.0,0.0,0.0
Resp_mean_6h16,0.0,0.0,0.0
Resp_max_6h16,0.0,0.0,0.0
Resp_last_6h16,0.0,0.0,0.0
SBP_mean_6h16,0.0,0.0,0.0
SBP_max_6h16,0.0,0.0,0.0
Temp_mean_6h16,0.0,0.0,0.0
O2Sat_mean_6h16,0.0,0.0,0.0
Temp_max_6h16,0.0,0.0,0.0
Temp_last_6h16,0.0,0.0,0.0
MAP_mean_6h16,0.0,0.0,0.0
MAP_max_6h16,0.0,0.0,0.0
MAP_last_6h16,0.0,0.0,0.0
EtCO2_mean_6h16,0.0,0.0,0.0
EtCO2_max_6h16,0.0,0.0,0.0
EtCO2_last_6h16,0.0,0.0,0.0
O2Sat_max_6h18,0.0,0.0,0.0
DBP_mean_6h18,0.0,0.0,0.0
Temp_mean_6h15,0.0,0.0,0.0
Alkalinephos_last_6h20,0.0,0.0,0.0
O2Sat_mean_6h20,0.0,0.0,0.0
O2Sat_max_6h20,0.0,0.0,0.0
O2Sat_last_6h20,0.0,0.0,0.0
DBP_mean_6h20,0.0,0.0,0.0
DBP_max_6h20,0.0,0.0,0.0
DBP_last_6h20,0.0,0.0,0.0
FiO2_mean_6h20,0.0,0.0,0.0
FiO2_max_6h20,0.0,0.0,0.0
FiO2_last_6h20,0.0,0.0,0.0
Fibrinogen_mean_6h20,0.0,0.0,0.0
Fibrinogen_max_6h20,0.0,0.0,0.0
Fibrinogen_last_6h20,0.0,0.0,0.0
WBC_mean_6h20,0.0,0.0,0.0
WBC_max_6h20,0.0,0.0,0.0
WBC_last_6h20,0.0,0.0,0.0
TroponinI_mean_6h20,0.0,0.0,0.0
TroponinI_max_6h20,0.0,0.0,0.0
TroponinI_last_6h20,0.0,0.0,0.0
Alkalinephos_mean_6h20,0.0,0.0,0.0
EtCO2_last_6h20,0.0,0.0,0.0
EtCO2_max_6h20,0.0,0.0,0.0
EtCO2_mean_6h20,0.0,0.0,0.0
Resp_mean_6h20,0.0,0.0,0.0
Bilirubin_direct_max_6h19,0.0,0.0,0.0
Bilirubin_direct_last_6h19,0.0,0.0,0.0
Age_mean_6h20,0.0,0.0,0.0
Age_max_6h20,0.0,0.0,0.0
Age_last_6h20,0.0,0.0,0.0
HR_mean_6h20,0.0,0.0,0.0
HR_max_6h20,0.0,0.0,0.0
HR_last_6h20,0.0,0.0,0.0
Resp_max_6h20,0.0,0.0,0.0
MAP_last_6h20,0.0,0.0,0.0
SBP_mean_6h20,0.0,0.0,0.0
SBP_max_6h20,0.0,0.0,0.0
SBP_last_6h20,0.0,0.0,0.0
Temp_mean_6h20,0.0,0.0,0.0
Temp_max_6h20,0.0,0.0,0.0
Temp_last_6h20,0.0,0.0,0.0
MAP_mean_6h20,0.0,0.0,0.0
MAP_max_6h20,0.0,0.0,0.0
Alkalinephos_max_6h20,0.0,0.0,0.0
Bilirubin_total_mean_6h20,0.0,0.0,0.0
pH_max_6h19,0.0,0.0,0.0
Bilirubin_total_max_6h20,0.0,0.0,0.0
Resp_max_6h21,0.0,0.0,0.0
Resp_last_6h21,0.0,0.0,0.0
SBP_mean_6h21,0.0,0.0,0.0
SBP_max_6h21,0.0,0.0,0.0
SBP_last_6h21,0.0,0.0,0.0
Temp_mean_6h21,0.0,0.0,0.0
Temp_max_6h21,0.0,0.0,0.0
Temp_last_6h21,0.0,0.0,0.0
MAP_mean_6h21,0.0,0.0,0.0
MAP_max_6h21,0.0,0.0,0.0
MAP_last_6h21,0.0,0.0,0.0
EtCO2_mean_6h21,0.0,0.0,0.0
EtCO2_max_6h21,0.0,0.0,0.0
EtCO2_last_6h21,0.0,0.0,0.0
O2Sat_mean_6h21,0.0,0.0,0.0
O2Sat_max_6h21,0.0,0.0,0.0
O2Sat_last_6h21,0.0,0.0,0.0
DBP_mean_6h21,0.0,0.0,0.0
DBP_max_6h21,0.0,0.0,0.0
Resp_mean_6h21,0.0,0.0,0.0
HR_last_6h21,0.0,0.0,0.0
HR_max_6h21,0.0,0.0,0.0
Lactate_last_6h20,0.0,0.0,0.0
Bilirubin_total_last_6h20,0.0,0.0,0.0
BaseExcess_mean_6h20,0.0,0.0,0.0
BaseExcess_last_6h20,0.0,0.0,0.0
AST_mean_6h20,0.0,0.0,0.0
AST_max_6h20,0.0,0.0,0.0
AST_last_6h20,0.0,0.0,0.0
Lactate_mean_6h20,0.0,0.0,0.0
Lactate_max_6h20,0.0,0.0,0.0
pH_mean_6h20,0.0,0.0,0.0
HR_mean_6h21,0.0,0.0,0.0
pH_max_6h20,0.0,0.0,0.0
pH_last_6h20,0.0,0.0,0.0
Bilirubin_direct_mean_6h20,0.0,0.0,0.0
Bilirubin_direct_max_6h20,0.0,0.0,0.0
Bilirubin_direct_last_6h20,0.0,0.0,0.0
Age_mean_6h21,0.0,0.0,0.0
Age_max_6h21,0.0,0.0,0.0
Age_last_6h21,0.0,0.0,0.0
pH_last_6h19,0.0,0.0,0.0
pH_mean_6h19,0.0,0.0,0.0
DBP_max_6h18,0.0,0.0,0.0
Resp_last_6h19,0.0,0.0,0.0
AST_mean_6h18,0.0,0.0,0.0
AST_max_6h18,0.0,0.0,0.0
AST_last_6h18,0.0,0.0,0.0
Lactate_mean_6h18,0.0,0.0,0.0
Lactate_max_6h18,0.0,0.0,0.0
Lactate_last_6h18,0.0,0.0,0.0
pH_mean_6h18,0.0,0.0,0.0
pH_max_6h18,0.0,0.0,0.0
pH_last_6h18,0.0,0.0,0.0
Bilirubin_direct_mean_6h18,0.0,0.0,0.0
Bilirubin_direct_max_6h18,0.0,0.0,0.0
Bilirubin_direct_last_6h18,0.0,0.0,0.0
Age_mean_6h19,0.0,0.0,0.0
Age_max_6h19,0.0,0.0,0.0
Age_last_6h19,0.0,0.0,0.0
HR_mean_6h19,0.0,0.0,0.0
HR_max_6h19,0.0,0.0,0.0
HR_last_6h19,0.0,0.0,0.0
Resp_mean_6h19,0.0,0.0,0.0
BaseExcess_last_6h18,0.0,0.0,0.0
BaseExcess_max_6h18,0.0,0.0,0.0
BaseExcess_mean_6h18,0.0,0.0,0.0
WBC_max_6h18,0.0,0.0,0.0
DBP_last_6h18,0.0,0.0,0.0
FiO2_mean_6h18,0.0,0.0,0.0
FiO2_max_6h18,0.0,0.0,0.0
FiO2_last_6h18,0.0,0.0,0.0
Fibrinogen_mean_6h18,0.0,0.0,0.0
Fibrinogen_max_6h18,0.0,0.0,0.0
Fibrinogen_last_6h18,0.0,0.0,0.0
WBC_mean_6h18,0.0,0.0,0.0
WBC_last_6h18,0.0,0.0,0.0
Bilirubin_total_last_6h18,0.0,0.0,0.0
TroponinI_mean_6h18,0.0,0.0,0.0
TroponinI_max_6h18,0.0,0.0,0.0
TroponinI_last_6h18,0.0,0.0,0.0
Alkalinephos_mean_6h18,0.0,0.0,0.0
Alkalinephos_max_6h18,0.0,0.0,0.0
Alkalinephos_last_6h18,0.0,0.0,0.0
Bilirubin_total_mean_6h18,0.0,0.0,0.0
Bilirubin_total_max_6h18,0.0,0.0,0.0
Resp_max_6h19,0.0,0.0,0.0
SBP_mean_6h19,0.0,0.0,0.0
Lactate_last_6h19,0.0,0.0,0.0
SBP_max_6h19,0.0,0.0,0.0
WBC_max_6h19,0.0,0.0,0.0
WBC_last_6h19,0.0,0.0,0.0
TroponinI_mean_6h19,0.0,0.0,0.0
TroponinI_max_6h19,0.0,0.0,0.0
TroponinI_last_6h19,0.0,0.0,0.0
Alkalinephos_mean_6h19,0.0,0.0,0.0
Alkalinephos_max_6h19,0.0,0.0,0.0
Alkalinephos_last_6h19,0.0,0.0,0.0
Bilirubin_total_mean_6h19,0.0,0.0,0.0
Bilirubin_total_max_6h19,0.0,0.0,0.0
Bilirubin_total_last_6h19,0.0,0.0,0.0
BaseExcess_mean_6h19,0.0,0.0,0.0
BaseExcess_max_6h19,0.0,0.0,0.0
BaseExcess_last_6h19,0.0,0.0,0.0
AST_mean_6h19,0.0,0.0,0.0
AST_max_6h19,0.0,0.0,0.0
AST_last_6h19,0.0,0.0,0.0
Lactate_mean_6h19,0.0,0.0,0.0
Lactate_max_6h19,0.0,0.0,0.0
WBC_mean_6h19,0.0,0.0,0.0
Fibrinogen_last_6h19,0.0,0.0,0.0
Fibrinogen_max_6h19,0.0,0.0,0.0
EtCO2_last_6h19,0.0,0.0,0.0
SBP_last_6h19,0.0,0.0,0.0
Temp_mean_6h19,0.0,0.0,0.0
Temp_max_6h19,0.0,0.0,0.0
Temp_last_6h19,0.0,0.0,0.0
MAP_max_6h19,0.0,0.0,0.0
MAP_last_6h19,0.0,0.0,0.0
EtCO2_mean_6h19,0.0,0.0,0.0
EtCO2_max_6h19,0.0,0.0,0.0
O2Sat_mean_6h19,0.0,0.0,0.0
Fibrinogen_mean_6h19,0.0,0.0,0.0
O2Sat_max_6h19,0.0,0.0,0.0
O2Sat_last_6h19,0.0,0.0,0.0
DBP_mean_6h19,0.0,0.0,0.0
DBP_max_6h19,0.0,0.0,0.0
DBP_last_6h19,0.0,0.0,0.0
FiO2_mean_6h19,0.0,0.0,0.0
FiO2_max_6h19,0.0,0.0,0.0
FiO2_last_6h19,0.0,0.0,0.0
Temp_max_6h15,0.0,0.0,0.0
SBP_last_6h15,0.0,0.0,0.0
FiO2_mean_6h21,0.0,0.0,0.0
Age_mean_6h1,0.0,0.0,0.0
Bilirubin_total_mean_6h10,0.0,0.0,0.0
Bilirubin_total_max_6h10,0.0,0.0,0.0
Bilirubin_total_last_6h10,0.0,0.0,0.0
BaseExcess_max_6h10,0.0,0.0,0.0
BaseExcess_last_6h10,0.0,0.0,0.0
AST_mean_6h10,0.0,0.0,0.0
AST_max_6h10,0.0,0.0,0.0
AST_last_6h10,0.0,0.0,0.0
Lactate_mean_6h10,0.0,0.0,0.0
Lactate_max_6h10,0.0,0.0,0.0
Lactate_last_6h10,0.0,0.0,0.0
pH_mean_6h10,0.0,0.0,0.0
pH_max_6h10,0.0,0.0,0.0
pH_last_6h10,0.0,0.0,0.0
Bilirubin_direct_last_6h10,0.0,0.0,0.0
Age_max_6h11,0.0,0.0,0.0
Age_last_6h11,0.0,0.0,0.0
HR_mean_6h11,0.0,0.0,0.0
HR_max_6h11,0.0,0.0,0.0
Alkalinephos_last_6h10,0.0,0.0,0.0
Alkalinephos_max_6h10,0.0,0.0,0.0
Alkalinephos_mean_6h10,0.0,0.0,0.0
DBP_max_6h10,0.0,0.0,0.0
MAP_max_6h10,0.0,0.0,0.0
EtCO2_mean_6h10,0.0,0.0,0.0
EtCO2_max_6h10,0.0,0.0,0.0
EtCO2_last_6h10,0.0,0.0,0.0
O2Sat_mean_6h10,0.0,0.0,0.0
O2Sat_max_6h10,0.0,0.0,0.0
O2Sat_last_6h10,0.0,0.0,0.0
DBP_mean_6h10,0.0,0.0,0.0
DBP_last_6h10,0.0,0.0,0.0
TroponinI_last_6h10,0.0,0.0,0.0
FiO2_mean_6h10,0.0,0.0,0.0
FiO2_max_6h10,0.0,0.0,0.0
FiO2_last_6h10,0.0,0.0,0.0
Fibrinogen_max_6h10,0.0,0.0,0.0
Fibrinogen_last_6h10,0.0,0.0,0.0
WBC_mean_6h10,0.0,0.0,0.0
WBC_max_6h10,0.0,0.0,0.0
TroponinI_max_6h10,0.0,0.0,0.0
HR_last_6h11,0.0,0.0,0.0
Resp_max_6h11,0.0,0.0,0.0
SBP_max_6h10,0.0,0.0,0.0
SBP_mean_6h11,0.0,0.0,0.0
Alkalinephos_max_6h11,0.0,0.0,0.0
Alkalinephos_last_6h11,0.0,0.0,0.0
Bilirubin_total_mean_6h11,0.0,0.0,0.0
Bilirubin_total_max_6h11,0.0,0.0,0.0
Bilirubin_total_last_6h11,0.0,0.0,0.0
BaseExcess_mean_6h11,0.0,0.0,0.0
BaseExcess_max_6h11,0.0,0.0,0.0
BaseExcess_last_6h11,0.0,0.0,0.0
AST_mean_6h11,0.0,0.0,0.0
AST_max_6h11,0.0,0.0,0.0
AST_last_6h11,0.0,0.0,0.0
Lactate_mean_6h11,0.0,0.0,0.0
Lactate_max_6h11,0.0,0.0,0.0
Lactate_last_6h11,0.0,0.0,0.0
pH_mean_6h11,0.0,0.0,0.0
pH_max_6h11,0.0,0.0,0.0
pH_last_6h11,0.0,0.0,0.0
Bilirubin_direct_max_6h11,0.0,0.0,0.0
Bilirubin_direct_last_6h11,0.0,0.0,0.0
Alkalinephos_mean_6h11,0.0,0.0,0.0
TroponinI_last_6h11,0.0,0.0,0.0
TroponinI_max_6h11,0.0,0.0,0.0
EtCO2_last_6h11,0.0,0.0,0.0
SBP_max_6h11,0.0,0.0,0.0
SBP_last_6h11,0.0,0.0,0.0
Bilirubin_direct_missing_interval_mean_global_x,0.0,0.0,0.0
MAP_mean_6h11,0.0,0.0,0.0
MAP_max_6h11,0.0,0.0,0.0
MAP_last_6h11,0.0,0.0,0.0
EtCO2_mean_6h11,0.0,0.0,0.0
EtCO2_max_6h11,0.0,0.0,0.0
Bilirubin_direct_missing_count_global_x,0.0,0.0,0.0
TroponinI_mean_6h11,0.0,0.0,0.0
DBP_max_6h11,0.0,0.0,0.0
FiO2_mean_6h11,0.0,0.0,0.0
FiO2_max_6h11,0.0,0.0,0.0
Fibrinogen_mean_6h11,0.0,0.0,0.0
Fibrinogen_last_6h11,0.0,0.0,0.0
WBC_mean_6h11,0.0,0.0,0.0
pH_missing_interval_mean_global_x,0.0,0.0,0.0
pH_missing_count_global_x,0.0,0.0,0.0
Temp_mean_6h10,0.0,0.0,0.0
Resp_last_6h10,0.0,0.0,0.0
Age_max_6h12,0.0,0.0,0.0
AST_last_6h8,0.0,0.0,0.0
Bilirubin_direct_last_6h7,0.0,0.0,0.0
Age_max_6h8,0.0,0.0,0.0
Age_last_6h8,0.0,0.0,0.0
HR_mean_6h8,0.0,0.0,0.0
Age_last_6h4,0.0,0.0,0.0
SBP_max_6h8,0.0,0.0,0.0
Age_max_6h4,0.0,0.0,0.0
MAP_max_6h8,0.0,0.0,0.0
EtCO2_max_6h8,0.0,0.0,0.0
EtCO2_last_6h8,0.0,0.0,0.0
Age_last_6h3,0.0,0.0,0.0
FiO2_last_6h8,0.0,0.0,0.0
Age_max_6h3,0.0,0.0,0.0
TroponinI_max_6h8,0.0,0.0,0.0
Alkalinephos_max_6h8,0.0,0.0,0.0
Alkalinephos_last_6h8,0.0,0.0,0.0
Bilirubin_total_max_6h8,0.0,0.0,0.0
Bilirubin_total_last_6h8,0.0,0.0,0.0
BaseExcess_last_6h8,0.0,0.0,0.0
Bilirubin_direct_last_6h4,0.0,0.0,0.0
Age_max_6h5,0.0,0.0,0.0
Age_last_6h5,0.0,0.0,0.0
Lactate_max_6h5,0.0,0.0,0.0
AST_mean_6h6,0.0,0.0,0.0
Bilirubin_direct_last_6h6,0.0,0.0,0.0
Bilirubin_total_last_6h6,0.0,0.0,0.0
Age_max_6h7,0.0,0.0,0.0
Age_last_6h7,0.0,0.0,0.0
Age_last_6h6,0.0,0.0,0.0
Age_max_6h6,0.0,0.0,0.0
Age,0.0,0.0,0.0
AST_max_6h5,0.0,0.0,0.0
Bilirubin_total_max_6h7,0.0,0.0,0.0
Alkalinephos_last_6h5,0.0,0.0,0.0
TroponinI_mean_6h5,0.0,0.0,0.0
WBC_mean_6h5,0.0,0.0,0.0
Fibrinogen_last_6h7,0.0,0.0,0.0
Fibrinogen_mean_6h5,0.0,0.0,0.0
TroponinI_mean_6h7,0.0,0.0,0.0
TroponinI_max_6h7,0.0,0.0,0.0
Bilirubin_total_mean_6h7,0.0,0.0,0.0
AST_mean_6h8,0.0,0.0,0.0
Lactate_max_6h8,0.0,0.0,0.0
Resp_max_6h10,0.0,0.0,0.0
TroponinI_max_6h2,0.0,0.0,0.0
Alkalinephos_mean_6h9,0.0,0.0,0.0
Alkalinephos_max_6h9,0.0,0.0,0.0
Age_last_6h1,0.0,0.0,0.0
Bilirubin_total_last_6h9,0.0,0.0,0.0
BaseExcess_mean_6h9,0.0,0.0,0.0
BaseExcess_max_6h9,0.0,0.0,0.0
BaseExcess_last_6h9,0.0,0.0,0.0
AST_max_6h9,0.0,0.0,0.0
AST_last_6h9,0.0,0.0,0.0
Lactate_max_6h9,0.0,0.0,0.0
pH_max_6h9,0.0,0.0,0.0
Age_max_6h1,0.0,0.0,0.0
Bilirubin_direct_max_6h9,0.0,0.0,0.0
Bilirubin_direct_last_6h9,0.0,0.0,0.0
Age_mean_6h10,0.0,0.0,0.0
Age_max_6h10,0.0,0.0,0.0
Age_last_6h10,0.0,0.0,0.0
HR_max_6h10,0.0,0.0,0.0
HR_last_6h10,0.0,0.0,0.0
TroponinI_last_6h9,0.0,0.0,0.0
TroponinI_max_6h9,0.0,0.0,0.0
TroponinI_mean_6h9,0.0,0.0,0.0
SBP_max_6h9,0.0,0.0,0.0
Bilirubin_direct_mean_6h8,0.0,0.0,0.0
Bilirubin_direct_max_6h8,0.0,0.0,0.0
Bilirubin_direct_last_6h8,0.0,0.0,0.0
Age_last_6h2,0.0,0.0,0.0
Age_max_6h9,0.0,0.0,0.0
Age_last_6h9,0.0,0.0,0.0
Age_max_6h2,0.0,0.0,0.0
Resp_max_6h9,0.0,0.0,0.0
Temp_last_6h9,0.0,0.0,0.0
WBC_max_6h9,0.0,0.0,0.0
MAP_mean_6h9,0.0,0.0,0.0
EtCO2_mean_6h9,0.0,0.0,0.0
EtCO2_max_6h9,0.0,0.0,0.0
EtCO2_last_6h9,0.0,0.0,0.0
O2Sat_max_6h9,0.0,0.0,0.0
O2Sat_last_6h9,0.0,0.0,0.0
Fibrinogen_mean_6h9,0.0,0.0,0.0
Fibrinogen_last_6h9,0.0,0.0,0.0
Age_mean_6h12,0.0,0.0,0.0
Age_last_6h12,0.0,0.0,0.0
SBP_max_6h15,0.0,0.0,0.0
DBP_max_6h14,0.0,0.0,0.0
HR_max_6h14,0.0,0.0,0.0
HR_last_6h14,0.0,0.0,0.0
Resp_mean_6h14,0.0,0.0,0.0
Resp_max_6h14,0.0,0.0,0.0
Resp_last_6h14,0.0,0.0,0.0
SBP_mean_6h14,0.0,0.0,0.0
SBP_max_6h14,0.0,0.0,0.0
SBP_last_6h14,0.0,0.0,0.0
AST_missing_interval_mean_global_x,0.0,0.0,0.0
AST_missing_count_global_x,0.0,0.0,0.0
Temp_last_6h14,0.0,0.0,0.0
MAP_mean_6h14,0.0,0.0,0.0
MAP_max_6h14,0.0,0.0,0.0
MAP_last_6h14,0.0,0.0,0.0
EtCO2_mean_6h14,0.0,0.0,0.0
EtCO2_max_6h14,0.0,0.0,0.0
EtCO2_last_6h14,0.0,0.0,0.0
O2Sat_mean_6h14,0.0,0.0,0.0
O2Sat_last_6h14,0.0,0.0,0.0
HR_mean_6h14,0.0,0.0,0.0
Age_last_6h14,0.0,0.0,0.0
Age_max_6h14,0.0,0.0,0.0
AST_last_6h13,0.0,0.0,0.0
Bilirubin_total_mean_6h13,0.0,0.0,0.0
Bilirubin_total_max_6h13,0.0,0.0,0.0
Bilirubin_total_last_6h13,0.0,0.0,0.0
BaseExcess_mean_6h13,0.0,0.0,0.0
BaseExcess_max_6h13,0.0,0.0,0.0
BaseExcess_last_6h13,0.0,0.0,0.0
AST_mean_6h13,0.0,0.0,0.0
AST_max_6h13,0.0,0.0,0.0
Lactate_mean_6h13,0.0,0.0,0.0
Age_mean_6h14,0.0,0.0,0.0
Lactate_max_6h13,0.0,0.0,0.0
Lactate_last_6h13,0.0,0.0,0.0
pH_mean_6h13,0.0,0.0,0.0
pH_max_6h13,0.0,0.0,0.0
pH_last_6h13,0.0,0.0,0.0
Bilirubin_direct_mean_6h13,0.0,0.0,0.0
Bilirubin_direct_max_6h13,0.0,0.0,0.0
Bilirubin_direct_last_6h13,0.0,0.0,0.0
DBP_mean_6h14,0.0,0.0,0.0
DBP_last_6h14,0.0,0.0,0.0
Alkalinephos_max_6h13,0.0,0.0,0.0
FiO2_max_6h14,0.0,0.0,0.0
Lactate_mean_6h14,0.0,0.0,0.0
Lactate_max_6h14,0.0,0.0,0.0
Lactate_last_6h14,0.0,0.0,0.0
pH_mean_6h14,0.0,0.0,0.0
pH_max_6h14,0.0,0.0,0.0
pH_last_6h14,0.0,0.0,0.0
Bilirubin_direct_mean_6h14,0.0,0.0,0.0
Bilirubin_direct_max_6h14,0.0,0.0,0.0
Bilirubin_direct_last_6h14,0.0,0.0,0.0
Age_mean_6h15,0.0,0.0,0.0
Age_max_6h15,0.0,0.0,0.0
Age_last_6h15,0.0,0.0,0.0
HR_mean_6h15,0.0,0.0,0.0
HR_max_6h15,0.0,0.0,0.0
HR_last_6h15,0.0,0.0,0.0
Resp_mean_6h15,0.0,0.0,0.0
Resp_max_6h15,0.0,0.0,0.0
Resp_last_6h15,0.0,0.0,0.0
SBP_mean_6h15,0.0,0.0,0.0
AST_last_6h14,0.0,0.0,0.0
AST_max_6h14,0.0,0.0,0.0
AST_mean_6h14,0.0,0.0,0.0
TroponinI_max_6h14,0.0,0.0,0.0
FiO2_last_6h14,0.0,0.0,0.0
Fibrinogen_mean_6h14,0.0,0.0,0.0
Fibrinogen_max_6h14,0.0,0.0,0.0
Fibrinogen_last_6h14,0.0,0.0,0.0
WBC_mean_6h14,0.0,0.0,0.0
WBC_max_6h14,0.0,0.0,0.0
WBC_last_6h14,0.0,0.0,0.0
TroponinI_mean_6h14,0.0,0.0,0.0
TroponinI_last_6h14,0.0,0.0,0.0
BaseExcess_last_6h14,0.0,0.0,0.0
Alkalinephos_mean_6h14,0.0,0.0,0.0
Alkalinephos_max_6h14,0.0,0.0,0.0
Alkalinephos_last_6h14,0.0,0.0,0.0
Bilirubin_total_mean_6h14,0.0,0.0,0.0
Bilirubin_total_max_6h14,0.0,0.0,0.0
Bilirubin_total_last_6h14,0.0,0.0,0.0
BaseExcess_mean_6h14,0.0,0.0,0.0
BaseExcess_max_6h14,0.0,0.0,0.0
Alkalinephos_last_6h13,0.0,0.0,0.0
Alkalinephos_mean_6h13,0.0,0.0,0.0
Lactate_missing_interval_mean_global_x,0.0,0.0,0.0
AST_last_6h12,0.0,0.0,0.0
Fibrinogen_mean_6h12,0.0,0.0,0.0
Fibrinogen_max_6h12,0.0,0.0,0.0
Fibrinogen_last_6h12,0.0,0.0,0.0
WBC_mean_6h12,0.0,0.0,0.0
WBC_max_6h12,0.0,0.0,0.0
WBC_last_6h12,0.0,0.0,0.0
